,name,god_0,god_1,god_2,city,addr,religion,tel,principal,longitude,latitude,dist
986,智觀寺,釋迦牟尼佛,,,新竹市,明湖路309巷65號,佛教,03-5228523,蘇滿,120.969306945801,24.7857818603516,東區
987,亮天宮,天上聖母,,,新北市,九如里三民路二段70巷17之3號,道教,02-29628915,許杜花,121.47859954834,25.0172100067139,板橋區
988,浮洲福德宮,福德正神,,,新北市,大觀路2段163號之1號,道教,02-22756166,郭進源,121.44539642334,25.0005207061768,板橋區
989,基隆代天府,五府千歲,,,基隆市,崇德路212之91號,道教,02-24262854,莊清基,121.72989654541,25.1260795593262,安樂區
990,台北慈惠堂,瑤池金母,,,臺北市,立農里吉利街27號,道教,02-28218524,潘義雄,121.504997253418,25.118200302124,北投區
991,香山天后宮,天上聖母,,,新竹市,朝山里8鄰中華路五段420巷191號,道教,03-5374327,鄭成光,120.914482116699,24.7692451477051,香山區
992,南清宮,田都元帥,,,新北市,忠孝街34巷10號,道教,02-29292337,林文敦,121.514709472656,25.0163345336914,永和區
993,三重代天府,五府千歲,,,新北市,忠孝路一段21巷4號,道教,02-29883749,李國龍,121.491897583008,25.0720806121826,三重區
994,聖德宮,三官大帝,,,新北市,清化里2鄰青雲路424號,道教,02-22612465,楊幸雄,121.458824157715,24.9722785949707,土城區
995,福安宮,福德正神,,,新北市,溪頭路30巷23之1號,道教,02-22683289,李和順,121.412399291992,24.9558963775635,土城區
996,靈興宮,五府千歲,,,新竹市,朝山里6鄰中華路五段420巷227號,道教,03-5374552,林明光,120.913940429688,24.7682914733887,香山區
997,集善宮,孚佑帝君,,,新北市,光華里光華路46巷21弄1號,道教,02-22889489,林朝林,121.468299865723,25.0835990905762,蘆洲區
998,福隆巖,清水祖師,,,桃園市,新莊村大新路498號,道教,03-3233748,王金榮,121.247398376465,25.0240707397461,蘆竹區
999,慈悲寺,普庵祖師,,,新北市,丹鳳里壽山路162號,佛教,02-29034180,盧秋助,121.415603637695,25.0308494567871,新莊區
1000,楞嚴寺,準提菩薩,,,基隆市,信二路6巷55號,佛教,02-24234683,釋傳璽,121.758529663086,25.1298751831055,信義區
1001,基隆市佛教蓮社,釋迦牟尼佛,觀世音菩薩,地藏王菩薩,基隆市,東信路180巷63號,佛教,02-24656106,黃瓊萱,121.763496398926,25.1300945281982,信義區
1002,福隆宮,開漳聖王,,,桃園市,埔心村4鄰1號,道教,03-3812890,王榮華,121.226371765137,25.0531063079834,大園區
1003,萬聖宮,天上聖母,,,新北市,萬壽里海興路132號邊,道教,02-24982647,朱陳旺,121.632400512695,25.2393093109131,金山區
1004,震威宮,五雷元帥,,,新北市,南雅西路二段301巷50弄27號之1,道教,02-29661534,廖偉尊,121.452499389648,25.016939163208,板橋區
1005,新福宮,福德正神,,,臺北市,東新里南港路2段238巷2號,道教,02-27850722,闕壯財,121.606002807617,25.0543594360352,南港區
1006,南青宮,朱府王爺,,,新北市,青潭里1鄰北宜路1段286號,道教,02-22171341,黃銘凱,121.546600341797,24.9525299072266,新店區
1007,淡水鎮海天宮,孚佑帝君,,,新北市,興仁里下田寮3號,道教,02-26210592,張含少,121.446746826172,25.2164058685303,淡水區
1008,千光寺,釋迦牟尼佛,,,新北市,水源里楓樹湖15號,佛教,02-26217480,陳瑩容,121.499603271484,25.1865692138672,淡水區
1009,三坪祖師宮,三坪祖師,,,新北市,復興街3號旁,道教,-0,戴金輝,121.927597045898,25.0265598297119,貢寮區
1010,桃園北天宮,玄天上帝,,,桃園市,振興路765號,道教,03-3505729,楊東村,121.361999511719,25.0194492340088,龜山區
1011,南新宮,三府王爺,,,新北市,南雅里南雅路41號旁,道教,02-24911320,王國安,121.88809967041,25.120979309082,瑞芳區
1012,湖口三元宮,三官大帝,,,新竹縣,湖鏡村湖口老街278號,道教,03-5692667,羅美搖,121.058494567871,24.8770313262939,湖口鄉
1013,道弘聖堂,明明上帝,,,桃園市,豐富里富裕街675巷16號,一貫道,03-4721410,鄒典璋,121.075103759766,24.9386806488037,楊梅區
1014,三元宮(巨埔里),三官大帝,,,新竹縣,巨埔里10鄰新龍路360號,道教,03-0910292140,彭享煤,121.111099243164,24.8409481048584,新埔鎮
1015,拱南宮,孚佑帝君,,,新北市,福隆里桂安街1之1號,道教,02-24991959,楊文源,121.971397399902,25.0168800354004,貢寮區
1016,全真道院,明明上帝,,,桃園市,龍壽里6鄰萬壽路789號,一貫道,03-3293269,陳新興,121.391296386719,25.013879776001,龜山區
1017,中一堂,明明上帝,,,桃園市,兔坑村大棟山路101號,一貫道,03-3291479,廖永康,121.370765686035,24.9908103942871,龜山區
1018,獅球嶺平安宮,福德正神,,,基隆市,獅球路48巷175之3號,道教,-24317721,陳金麟,121.733642578125,25.1233367919922,仁愛區
1019,桃園市大園區田心里新興路福德宮,福德正神,,,桃園市,田心里9鄰新興路81號,道教,03-3861662,陳阿寶,121.194915771484,25.0628795623779,大園區
1020,福德宮,福德正神,,,新北市,傑魚里7鄰傑魚坑路262之1號,道教,02-24978595,王吳定,121.789291381836,25.1094722747803,瑞芳區
1021,普門會館,釋迦牟尼佛,,,新竹縣,湖口村4鄰學府街78號,佛教,03-5691101,釋敬聖,121.060607910156,24.8773651123047,湖口鄉
1022,新店區永吉宮,五府千歲,,,新北市,安平路22號,道教,02-22112139,周師村,121.524101257324,24.9671401977539,新店區
1023,青山宮,靈安尊王,,,新竹市,下竹里7鄰東南街49號,道教,03-5238157,沈全水,120.972732543945,24.7998104095459,東區
1024,元亨宮,池府王爺,,,新竹市,南門里14鄰中南街7號,道教,03-5260141,邱楊寶釵(己故),120.967681884766,24.8014335632324,東區
1025,新莊信安宮,盧王千歲,,,新北市,思賢里博愛路2巷1號,道教,02-29938011,李山明,121.456901550293,25.0428695678711,新莊區
1026,儀天宮,瑤池金母,,,新北市,瓊林南路81號之5,道教,09-68555060,王美鳳,121.435203552246,25.0121307373047,新莊區
1027,環安府,三府王爺,,,新北市,富山街82號(暫厝),道教,02-89653026,丁輝煌,121.476699829102,25.0219497680664,板橋區
1028,金鳳宮,天上聖母,,,基隆市,東光路275號之3,道教,02-24658195,江武夫(暫代),121.770088195801,25.135591506958,信義區
1029,尖山湖妙音禪寺,釋迦牟尼佛,,,新北市,石嘈里尖山湖6之1號,道教,02-26657364,陳玉華,121.763519287109,24.9020843505859,坪林區
1030,慶雲宮,玉皇大帝,,,新北市,牡丹里19鄰下坑35號,道教,02-24932843,連德彬,121.849998474121,25.0568103790283,雙溪區
1031,龍華堂,普庵祖師,,,基隆市,龍安街400巷50號,佛教,02-24228824,林正宏,121.740142822266,25.1182594299316,仁愛區
1032,壽玉宮,瑤池金母,,,基隆市,中正路230之6號,道教,02-2462379,許金振,121.758316040039,25.1397018432617,中正區
1033,正安宮,天上聖母,,,基隆市,北寧路154巷6之1號,道教,02-24622720,江清,121.77970123291,25.1493892669678,中正區
1034,普渡寺,阿彌陀佛,觀世音菩薩,大勢至菩薩,新北市,西湖村2鄰尖山子18之1,佛教,02-29280667,童文信,121.621002197266,25.2499599456787,金山區
1035,俊賢宮,福德正神,,,新北市,中港里中港路483巷8號,道教,02-29978007,陳俊秀,121.451698303223,25.0498294830322,新莊區
1036,三湖宮,三官大帝,,,新北市,東湖里三界公坑3號,道教,02-26705210,歐金獅,121.352897644043,24.970609664917,鶯歌區
1037,財團法人新北市樹林濟安宮,保生大帝,,,新北市,保安里保安街1段32號,道教,02-26812624,陳黃綠妹,121.427101135254,24.9935493469238,樹林區
1038,龍興廟,三府王爺,,,新北市,龍洞街50之1號,道教,02-24909156,李天生,121.912101745605,25.1133308410645,貢寮區
1039,清泉寺,釋迦牟尼佛,,,新竹市,高峰路250號,佛教,03-5223952,釋專慈,120.978996276855,24.783130645752,東區
1040,乾元宮,三官大帝,,,新竹縣,石光里6鄰308巷14號,道教,03-5868491,劉士賢,121.130897521973,24.8139495849609,關西鎮
1041,龍泉宮,孚佑帝君,,,基隆市,南榮路425巷53號,道教,02-24233426,簡萬枝,121.744697570801,25.116720199585,仁愛區
1042,福清宮,福德正神,,,基隆市,八斗街1號,道教,02-24691212,沈秋金,121.7958984375,25.1399993896484,中正區
1043,嚴淨寺,釋迦牟尼佛,,,新北市,三界里半嶺3之1號,佛教,02-24980484,吳月霞,121.61669921875,25.233039855957,金山區
1044,福仁宮,三府王爺,,,新北市,五湖里龜子山路50號,道教,02-24986476,李建才,121.627944946289,25.2204875946045,金山區
1045,鶴鳴精舍,普庵祖師,,,臺北市,平等里平菁街42巷9號,佛教,02-25588066,釋長妙（黃玉枝）,121.571998596191,25.131139755249,士林區
1046,代明宮,太陽星君,太陰皇君,,基隆市,忠三路34號2樓,佛教,02-24222925,張英德,121.739402770996,25.129280090332,仁愛區
1047,北海宮,保生大帝,,,新北市,德茂里下員坑36之1號後面,道教,02-26362990,花連興,121.519996643066,25.2835006713867,石門區
1048,板橋鎮安宮,中壇元帥,,,新北市,長壽里三民路二段109巷臨45號,道教,02-29547613,林水盛,121.481300354004,25.0160694122314,板橋區
1049,樹西福德宮,福德正神,,,新北市,樹德里17鄰啟智街34之1號,道教,02-26817015,邱垂章,121.420997619629,24.993200302124,樹林區
1050,財團法人桃園鎮撫宮,廣澤尊王,,,桃園市,青溪里鎮撫街43號,道教,03-3353719,許振澐,121.314643859863,24.9982719421387,桃園區
1051,財團法人臺北市真武殿,玄天上帝,,,臺北市,"菜園里西昌街38,40號",道教,02-23817290,李光魁,121.500495910645,25.0370082855225,萬華區
1052,海口福元宮,三府王爺,,,桃園市,海口里11鄰漁港路6號,道教,03-3837688,陳清萬,121.242256164551,25.108470916748,大園區
1053,福德堂,福德正神,,,新北市,五湖里南勢26號,道教,02-24981528,游阿墻,121.628700256348,25.2177600860596,金山區
1054,永明寺,釋迦牟尼佛,,,臺北市,永福里仰德大道2段100巷20號,佛教,02-28616651,黃謝鶴,121.541000366211,25.1047992706299,士林區
1055,協德廟,福德正神,,,基隆市,協和街151號左邊,道教,02-24260836,童再興,121.733901977539,25.157600402832,中山區
1056,基隆后天宮,天上聖母,,,基隆市,西定路104巷26號,道教,02-24237066,游廷基,121.736175537109,25.1339645385742,中山區
1057,醒天宮,普庵祖師,,,基隆市,嘉仁里崇德路168巷28號,道教,02-24262080,張修萌,121.730903625488,25.1308002471924,安樂區
1058,天和堂,明明上帝,,,桃園市,月眉五路120號,一貫道,03-4081959,張隆吉,121.182037353516,25.0183353424072,中壢區
1059,福龍宮,福德正神,,,新北市,復興里水源路一段71號,道教,02-26426964,周建明,121.657203674316,25.0647506713867,汐止區
1060,宋天宮,楊府聖王,,,桃園市,桃鶯路87巷52號,道教,03-3629133,楊春風,121.319549560547,24.9874172210693,桃園區
1061,台北朝天宮,天上聖母,,,臺北市,和平里雙園街27號,道教,02-23061510,陳綠旺,121.494697570801,25.0294990539551,萬華區
1062,福佑宮,福德正神,,,新北市,中正路192巷口,道教,02-22837158,陳光銘,121.468200683594,25.088399887085,蘆洲區
1063,新北市八里安福宮,李府王爺,,,新北市,埤頭里中山路1段123號,道教,02-26102084,陳宗棋,121.413597106934,25.1593704223633,八里區
1064,太璞宮,孚佑帝君,,,新北市,永發里中正北路317巷1號,佛教,02-29719675,曾永發,121.473999023438,25.0715293884277,三重區
1065,三重信安宮,姜太公,,,新北市,信安里重陽路4段126巷1-1號,道教,02-29866011,陳育明,121.492301940918,25.0711994171143,三重區
1066,北辰宮,天上聖母,,,新北市,延壽里延壽路109巷1號,道教,02-82611369,何文隆,121.468696594238,24.9933490753174,土城區
1067,觀音禪院,普庵祖師,,,臺北市,民炤里新生南路1段137巷 6號,佛教,02-27015918,陳志明,121.533767700195,25.034143447876,大安區
1068,協安宮,福德正神,,,基隆市,南新街51巷73之5號,道教,02-24283426,陳龍雄暫代,121.749183654785,25.1212062835693,仁愛區
1069,嚴放寺,普庵祖師,,,基隆市,龍安街198巷4弄17之1號,佛教,02-24262193,黃瓊萱,121.740737915039,25.12428855896,仁愛區
1070,鎮安宮,中壇元帥,,,新北市,信義西街1巷9號旁,道教,02-29857672,柯玟伶,121.498001098633,25.0650691986084,三重區
1071,夫子廟,關聖帝君,,,基隆市,中船路78巷13號,道教,02-24226814,阮國輝,121.751602172852,25.1369495391846,中正區
1072,金教岩,法主聖君,,,新竹市,大湖里1鄰五福路一段602巷51號,道教,03-5374720,曾靜雄,120.938331604004,24.7456340789795,香山區
1073,慈慧慈惠堂,瑤池金母,,,桃園市,大坑村6鄰12號,道教,03-3521614,廖裕祥,121.313934326172,25.04811668396,龜山區
1074,一炁天旨玉皇宮,玉皇大帝,,,新北市,昇高坑路42巷25號,道教,02-26623850,劉家胤,121.626800537109,24.9987907409668,深坑區
1075,太乙道堂,太乙真人,,,新北市,翠峰路60巷11號,道教,02-22171822,陳柏里,121.582733154297,24.9391975402832,新店區
1076,大佛寺,普庵祖師,,,新北市,太平里2鄰碧潭路33號,佛教,02-22121695,陳寶森,121.533996582031,24.9552803039551,新店區
1077,光華寺,普庵祖師,,,臺北市,螢雪里水源路157號,佛教,02-23032373,朱文印,121.515525817871,25.0239200592041,中正區
1078,天恩宮,彌勒佛,,,臺北市,指南里指南路3段38巷37之2號,一貫道,02-29382888,張傳良,121.59220123291,24.9703807830811,文山區
1079,曹洞宗台北別院,釋迦牟尼佛,文殊師利菩薩,普賢菩薩,新北市,山溪里老崩山33之1號,佛教,02-26380276,釋修慧,121.558097839355,25.277660369873,石門區
1080,丹桂宮,三官大帝,,,新竹縣,峨眉村8鄰峨眉街2號,道教,03-5800984,蔡雲錦,121.021537780762,24.6890144348145,峨眉鄉
1081,大眾廟,大眾爺,,,新竹市,頂竹里4鄰竹蓮街32號,道教,03-5230904,吳修道,120.971664428711,24.797534942627,東區
1082,皇德宮,濟公活佛,,,新竹縣,東平里18鄰新龍路1152號,道教,03-5890679,趙蒼伯,121.153099060059,24.842960357666,關西鎮
1083,蘆洲南天宮,五府千歲,,,新北市,光華路282號,道教,02-22816133,李重夫,121.464340209961,25.0819320678711,蘆洲區
1084,埔心區福德宮,福德正神,,,桃園市,埔心里福德街4號,道教,03-4821238,張仁森,121.185737609863,24.9191703796387,楊梅區
1085,福德山宮,福德正神,,,新北市,日興里7鄰安康路三段578之1號,道教,02-22141626,廖清瀨,121.478988647461,24.9503002166748,新店區
1086,興珍宮,福德正神,,,新北市,福興里五工三路50巷23之1號,道教,-0932245945,葉宗鑫,121.46070098877,25.0651206970215,新莊區
1087,福安宮,福德正神,,,新北市,二橋里中正三路450號前,道教,02-86772645,李金量,121.322998046875,24.9346294403076,鶯歌區
1088,財團法人台灣省桃園縣桃園鴻福寺,阿彌陀佛,觀世音菩薩,大勢至菩薩,桃園市,民生路231號,佛教,03-3321822,林國樑,121.312232971191,24.9959526062012,桃園區
1089,財團法人臺北市廣照宮,飛天大聖,,,臺北市,壽德里長泰街54號,道教,02-23076569,陳錦璋,121.500396728516,25.0235595703125,萬華區
1090,范姜觀音寺,普庵祖師,,,桃園市,新生里6鄰中正路110巷1號,佛教,03-4971396,范姜嵩生,121.104606628418,24.9739627838135,新屋區
1091,東隆宮,溫府千歲,,,臺北市,孝德里環河南路3段163號,道教,02-23079372,丁傳經,121.491767883301,25.0226898193359,萬華區
1092,福山祠,福德正神,,,桃園市,中山北路65號,道教,03-3334266,陳穫盛,121.303131103516,24.9938087463379,桃園區
1093,妙覺精舍,普庵祖師,,,臺北市,和平里雙園街21巷50號,佛教,02-23089005,林琪珠(釋守定)(代),121.495002746582,25.030740737915,萬華區
1094,松山順安宮,薛千歲,,,臺北市,敦厚里松隆路臨45號,道教,02-27618276,林忠信(代),121.568496704102,25.0445003509521,信義區
1095,中坡福壽宮,福德正神,,,臺北市,中坡里福德街221巷14號,道教,02-27271524,李治雄,121.586898803711,25.0398597717285,信義區
1096,福興宮,福德正神,,,新北市,湳興里南雅西路一段174巷1弄15號,道教,02-29699489,胡崇浩,121.453285217285,25.0079612731934,板橋區
1097,興雅福德宮,福德正神,,,臺北市,永吉路30巷30號,道教,02-27466032,林水勝,121.57991027832,25.0461273193359,信義區
1098,林口頂福巖,顯應祖師,,,新北市,頂福里頂福20之16號,道教,02-26033366,吳錦堂,121.357398986816,25.0920906066895,林口區
1099,妙法寺,普庵祖師,,,新北市,張南里環河路19巷17號,佛教,02-29111960,黃承玉,121.537696838379,24.9600696563721,新店區
1100,聖靈宮,玄天上帝,,,新北市,清水街224號,道教,-,林鴻圖,121.440277099609,25.1715145111084,淡水區
1101,慈雲寺,普庵祖師,,,臺北市,福星里漢口街2段119、121、123號,佛教,02-23515254,張雙雙,121.503898620605,25.046459197998,萬華區
1102,正德寺,普庵祖師,,,新竹市,新莊里新莊街336號,佛教,03-5772467,謝文烽,121.018844604492,24.789888381958,東區
1103,文華福德宮,福德正神,,,新竹市,文華里8鄰光華街42之8號,道教,03-5317281,魏炳煌,120.973052978516,24.8151683807373,東區
1104,財團法人劍潭古寺,普庵祖師,,,臺北市,北安里北安路805巷6號,佛教,02-25323834,張安平,121.548118591309,25.0821228027344,中山區
1105,財團法人桃園市大溪區仁和宮,開漳聖王,,,桃園市,仁愛里5鄰埔頂街19號,道教,03-3802836,藍勝民,121.275901794434,24.9019107818604,大溪區
1106,財團法人台北市南海普陀山慧濟寺,普庵祖師,,,臺北市,中山北路7段190巷34之1號,佛教,02-28715131,邱月華,121.536201477051,25.126350402832,士林區
1107,財團法人台灣省桃園縣中壢玉尊宮,玉皇大帝,,,桃園市,永福里7鄰西園路97號,道教,03-4528380,賴阿完,121.234901428223,24.9813194274902,中壢區
1108,大鄉萬善祠,有應公,,,新竹縣,中豐路三段56號,道教,03-5956592,馮正煒,121.085121154785,24.7270793914795,竹東鎮
1109,桃園明倫三聖宮,關聖帝君,,,桃園市,三聖路639號,道教,03-3345679,簡朝吉,121.331855773926,25.0009860992432,龜山區
1110,新竹市保安宮,保生大帝,,,新竹市,東大路三段439巷27-9號,道教,03-5363585,謝龍壽,120.970138549805,24.8102054595947,東區
1111,昊天宮,玉皇大帝,,,桃園市,光華里文化街295巷45號,道教,03-4820011,陳連松,121.184700012207,24.9155197143555,楊梅區
1112,樹福宮,福德正神,,,新北市,水源街75號,道教,02-26811485,張土生,121.425498962402,24.9823608398438,樹林區
1113,蘆洲真久宮,保生大帝,,,新北市,仁愛里三民路98巷21號,道教,02-22822718,白美玉,121.472801208496,25.0874900817871,蘆洲區
1114,新安宮,三官大帝,,,基隆市,安一路34巷51號,道教,02-24253798,劉林宗,121.736000061035,25.1320209503174,中山區
1115,台北市天竺寺,釋迦牟尼佛,,,臺北市,林泉里幽雅路杏林巷3-7號,佛教,02-28978716,鄒春桂,121.518096923828,25.1376800537109,北投區
1116,佛樺靜舍,普庵祖師,,,臺北市,湖山里湖底路20-7號,佛教,02-28613287,李海南(代),121.537902832031,25.1477909088135,北投區
1117,聖覺寺,釋迦牟尼佛,,,新北市,汐萬路三段285號,佛教,02-26467171,林啟雄,121.631698608398,25.1132392883301,汐止區
1118,玉勒紫明代天府建凌宮五大巡總廟,五府千歲,,,新北市,北山里16鄰明峰街288號,道教,02-26952731,朱紫明,121.625602722168,25.068489074707,汐止區
1119,福興宮,開漳聖王,,,桃園市,澤仁村中正路130號,道教,03-3822797,莊書維,121.351600646973,24.8176403045654,復興區
1120,萬佛庵,普庵祖師,,,新竹縣,七星村14鄰6寮59號,佛教,03-5800065,方素珠,121.022903442383,24.6519908905029,峨眉鄉
1121,峨眉書院,濟公活佛,,,新竹縣,湖光村13鄰12寮18號之4,道教,037-602888,蔡韶悅,120.978996276855,24.6810607910156,峨眉鄉
1122,西靈巖,普庵祖師,,,新北市,和美里和美街49號,佛教,02-24902329,陳黃連合,121.921203613281,25.1051006317139,貢寮區
1123,軟橋福德祠,福德正神,,,新竹縣,軟橋里2鄰50之1號,道教,03-5969289,彭伸賢,121.09741973877,24.695463180542,竹東鎮
1124,五穀宮,神農大帝,,,新竹縣,二重里中興路三段73巷30號,道教,03-5826243,呂森枝,121.056663513184,24.7656803131104,竹東鎮
1125,修心宮,普庵祖師,,,新竹縣,新鳳村10鄰燥坑21之2號,道教,03-5924891,黃國相,121.100700378418,24.7662773132324,芎林鄉
1126,黃帝大廟,軒轅黃帝,蓮花菩薩,,桃園市,黃帝街259巷9號,道教,03-3247258,溫春蓮,121.2958984375,25.0909805297852,蘆竹區
1127,指源宮,楊府真人,,,新竹市,水源里14鄰溪州路59巷22號,道教,03-5720196,溫漢柱,120.996070861816,24.8085269927979,東區
1128,新莊武聖廟,關聖帝君,,,新北市,文衡里新莊路340號,道教,02-29923785,林俊德,121.450202941895,25.0337009429932,新莊區
1129,蓮雲禪苑,釋迦牟尼佛,,,臺北市,三愛里連雲街74巷5號,佛教,02-23515258,陳水蓮,121.532241821289,25.037540435791,中正區
1130,乾華十八王公廟,十八王公,,,新北市,茂林里坪林52號,道教,02-26382453,練清陽,121.594497680664,25.2702598571777,石門區
1131,野柳福德宮,福德正神,,,新北市,野柳里港西98號後方,道教,02-24922536,李政順,121.685813903809,25.2057971954346,萬里區
1132,松山水福宮,水德星君,,,臺北市,慈祐里松河街3號,道教,02-27628030,黃順益,121.571899414063,25.0508098602295,松山區
1133,福東宮,福德正神,,,基隆市,八堵路1巷40之1號,道教,02-24572176,陳有用,121.736701965332,25.1102409362793,暖暖區
1134,艋舺青山宮,靈安尊王,,,臺北市,青山里貴陽街2段218號,道教,02-23822296,黃清源,121.49951171875,25.0399971008301,萬華區
1135,碧雲寺,釋迦牟尼佛,,,新竹市,寶山路408號,佛教,03-5243583,釋性明,120.989837646484,24.7849102020264,東區
1136,淨土寺,釋迦牟尼佛,,,新竹市,頂竹里3鄰竹蓮街26巷7號,佛教,03-5615531,謝月寶,120.971939086914,24.797830581665,東區
1137,九蓮寺,九天玄女,,,臺北市,臨溪里劍南路203巷6號,道教,02-28411089,謝章鈞,121.559700012207,25.1032199859619,士林區
1138,慈悟寺,釋迦牟尼佛,,,臺北市,天母里中山北路7段219巷167號,佛教,02-28732819,許梅春,121.532501220703,25.1336498260498,士林區
1139,王福宮,二府王爺,,,基隆市,湖海路二段192號,道教,02-24314514,張福長,121.706809997559,25.1670894622803,安樂區
1140,明山宮,五年千歲,,,臺北市,永和里行義路臨115號,道教,02-28728028,簡明崑,121.528999328613,25.1280193328857,北投區
1141,桃源福德宮,福德正神,,,臺北市,桃源里中央北路三段62號,道教,02-28918371,簡芳明,121.485198974609,25.1382999420166,北投區
1142,財團法人新北市北極宮,玄天上帝,,,新北市,溪崑二街73巷1號,道教,02-26815752,王清水,121.428100585938,24.9903106689453,板橋區
1143,財團法人台灣省台北縣中華道教普天宮,水德星君,,,新北市,溪北里1鄰介壽路3段172巷36號,道教,02-26711746,方建成,121.404602050781,24.9420890808105,三峽區
1144,財團法人台北市醒心宮,孚佑帝君,,,臺北市,迪化街１段南芳里307巷9號,道教,02-25593512,游淑禎,121.509201049805,25.0595703125,大同區
1145,龍鳳巖,顯應祖師,,,新北市,民義路1段107巷23號,道教,02-22913964,蔣根煌,121.431999206543,25.0844993591309,五股區
1146,三重興德祠,福德正神,,,新北市,中興里5鄰中興北街臨40之2號,道教,02-29953276,陳棟隆,121.469497680664,25.0490207672119,三重區
1147,福景宮,福德正神,,,臺北市,通化里光復南路698號,道教,02-27014369、23252301,陳秋南,121.557235717773,25.0296878814697,大安區
1148,福定宮,福德正神,,,基隆市,定國里定街11巷18號,道教,02-24238180,李振銘(暫代),121.733421325684,25.1335468292236,安樂區
1149,順天理護國宮,玉皇大帝,,,桃園市,五權里五興路259號,道教,03-4941851,袁余素娥,121.194618225098,24.9630947113037,中壢區
1150,北投區廣福宮,福德正神,,,臺北市,中庸里大同街臨329之3號,道教,02-28971028,高強,121.499298095703,25.1405696868896,北投區
1151,南天宮,孚佑帝君,,,新北市,瑞松街18巷9號,道教,02-26419886,陳清松,121.64510345459,25.104679107666,汐止區
1152,東華聖宮,東華帝君,,,新北市,華城路98之1號,道教,02-22121014,林純美,121.517601013184,24.9415798187256,新店區
1153,新店玫瑰社區福德宮,福德正神,,,新北市,玫瑰路35號,道教,02-22155900,張耿獻,121.495697021484,24.9503993988037,新店區
1154,後港昭德宮,天上聖母,,,新北市,南港里後港二路18號,道教,02-22022193,李華順,121.422401428223,25.023609161377,新莊區
1155,靈芝慈惠堂,瑤池金母,,,新北市,尖山里黃厝街9號,道教,02-26784479,王奕宗,121.343101501465,24.9460391998291,鶯歌區
1156,財團法人台北市木柵忠順廟,保儀尊王,,,臺北市,中崙路13號,道教,02-29394852,陳欽賜,121.564598083496,24.9836101531982,文山區
1157,慈穩寺,釋迦牟尼佛,,,桃園市,山腳村6鄰70號,佛教,03-3242671,蔡艷紅,121.284103393555,25.0827198028564,蘆竹區
1158,御聖宮,關聖帝君,,,基隆市,新豐街161巷142之5號,道教,02-24693166,蘇張春,121.791999816895,25.1391506195068,中正區
1159,天龍宮,玄天上帝,,,新北市,萬壽里海興路43之2號,道教,02-24982876,陳芳雄,121.627799987793,25.2390594482422,金山區
1160,坤天亭,中壇元帥,,,臺北市,富洲里延平北路8段96巷15號,道教,02-28106227,陳美瓚,121.485000610352,25.1046104431152,士林區
1161,玄龍宮,玄天上帝,,,基隆市,太白街111巷37號,道教,02-24231019,吳國強,121.743598937988,25.1483097076416,中山區
1162,太平宮,福德正神,,,基隆市,中山一路189巷34號,道教,02-24233353,羅珮鳳,121.73860168457,25.1335964202881,中山區
1163,北投集福宮,福德正神,,,臺北市,清江里磺港路68號,道教,02-28935859,吳萬強,121.503196716309,25.1320209503174,北投區
1164,財團法人桃園市壽山巖觀音寺,普庵祖師,,,桃園市,萬壽路2段6巷111號,佛教,03-3295616,林正峰,121.365501403809,25.0032291412354,龜山區
1165,財團法人台北市十普寺,釋迦牟尼佛,,,臺北市,頂東里南昌路2段140號,佛教,02-23679824,陳玉峰,121.522796630859,25.025239944458,中正區
1166,財團法人台北市萬和宮,福德正神,,,臺北市,鄰江里迪化街2段304號,道教,02-25965316,黃宏瑜,121.513603210449,25.0738906860352,大同區
1167,東窰太子宮,三太子,,,新竹市,東香里柴橋路256巷1號,道教,03-5202616,詹順發,120.962959289551,24.7660732269287,香山區
1168,浸水南靈宮,五府千歲,,,新竹市,浸水里6鄰浸水南街53號,道教,03-5388865,楊松棋,120.92440032959,24.7980804443359,北區
1169,金山寺,釋迦牟尼佛,,,新北市,明志路三段163巷8弄1號,佛教,02-27830342,卓麗珠,121.425300598145,25.0393695831299,泰山區
1170,林口永善寺,普庵祖師,,,新北市,中湖里佳林路74號,佛教,02-26011896,王國華,121.385803222656,25.0808601379395,林口區
1171,淡水十方禪林,釋迦牟尼佛,,,新北市,水源里山子頂25之1號,佛教,02-26206017,高銘桐,121.492202758789,25.1867694854736,淡水區
1172,鄞山寺,定光佛,,,新北市,鄧公路15號,佛教,02-26228965,練瑞銘,121.449096679688,25.1699504852295,淡水區
1173,玉旨無極慈母宮,驪山老母,,,新北市,昇高里王軍寮7之5號,道教,02-26647598,蔡貴德,121.614196777344,24.985559463501,深坑區
1174,太和堂,釋迦牟尼佛,,,新竹市,南門里12鄰林森路67巷5號,佛教,03-5234302,鄭埱精,120.967926025391,24.8009414672852,東區
1175,古峰寺,釋迦牟尼佛,,,新竹市,高峰里7鄰高峰路223號,佛教,03-5259243,薛春蘭,120.977745056152,24.7855262756348,東區
1176,清湶寺,地藏王菩薩,,,基隆市,自強路127號之1,佛教,02-24555271,阮進興,121.709686279297,25.1195449829102,七堵區
1177,自強里水頭福德廟,福德正神,,,基隆市,自強里自強路149號旁,道教,02-2451,林明儒,121.711112976074,25.1166343688965,七堵區
1178,天王宮,李靖托塔天王,,,新竹市,民富里民富街178巷23弄2號,道教,03-5225968,林秋同,120.958282470703,24.8072547912598,北區
